; reduction-grid 1048576 1073741824, Thu Aug 23 17:13:51 2018
index,dev_id,dev_name,dev_CC,dev_memClock,dev_clock,n,numSMs,blocks_i,blocks_i/numSMs,blocks_n,TBlocksize,TRuns,min_time,max_throughput
   7, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 14336, 256, 32768, 128, 5, 0.101792 ms, 329.637 GB/s
   8, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 28672, 512, 32768, 128, 5, 0.170464 ms, 196.842 GB/s
   9, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 32768, 585, 32768, 128, 5, 0.189408 ms, 177.154 GB/s
   0, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 112, 2, 16384, 256, 5, 0.07168 ms, 468.114 GB/s
   1, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 224, 4, 16384, 256, 5, 0.067264 ms, 498.847 GB/s
   2, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 448, 8, 16384, 256, 5, 0.0704 ms, 476.625 GB/s
   3, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 896, 16, 16384, 256, 5, 0.071936 ms, 466.448 GB/s
   4, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 1792, 32, 16384, 256, 5, 0.0728 ms, 460.913 GB/s
   5, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 3584, 64, 16384, 256, 5, 0.073888 ms, 454.126 GB/s
   6, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 7168, 128, 16384, 256, 5, 0.097568 ms, 343.908 GB/s
   7, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 14336, 256, 16384, 256, 5, 0.161664 ms, 207.557 GB/s
   8, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 16384, 292, 16384, 256, 5, 0.179712 ms, 186.712 GB/s
   0, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 112, 2, 8192, 512, 5, 0.06768 ms, 495.781 GB/s
   1, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 224, 4, 8192, 512, 5, 0.071424 ms, 469.792 GB/s
   2, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 448, 8, 8192, 512, 5, 0.073344 ms, 457.494 GB/s
   3, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 896, 16, 8192, 512, 5, 0.0752 ms, 446.203 GB/s
   4, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 1792, 32, 8192, 512, 5, 0.075296 ms, 445.634 GB/s
   5, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 3584, 64, 8192, 512, 5, 0.100832 ms, 332.776 GB/s
   6, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 7168, 128, 8192, 512, 5, 0.168288 ms, 199.387 GB/s
   7, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 8192, 146, 8192, 512, 5, 0.186432 ms, 179.982 GB/s
   0, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 112, 2, 4096, 1024, 5, 0.071808 ms, 467.28 GB/s
   1, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 224, 4, 4096, 1024, 5, 0.074656 ms, 449.454 GB/s
   2, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 448, 8, 4096, 1024, 5, 0.07728 ms, 434.193 GB/s
   3, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 896, 16, 4096, 1024, 5, 0.080352 ms, 417.593 GB/s
   4, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 1792, 32, 4096, 1024, 5, 0.11216 ms, 299.166 GB/s
   5, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 3584, 64, 4096, 1024, 5, 0.185216 ms, 181.164 GB/s
   6, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 8388608, 56, 4096, 73, 4096, 1024, 5, 0.204 ms, 164.483 GB/s
   0, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 112, 2, 131072, 64, 5, 0.318528 ms, 210.684 GB/s
   1, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 224, 4, 131072, 64, 5, 0.18848 ms, 356.053 GB/s
   2, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 448, 8, 131072, 64, 5, 0.131872 ms, 508.894 GB/s
   3, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 896, 16, 131072, 64, 5, 0.125312 ms, 535.534 GB/s
   4, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 1792, 32, 131072, 64, 5, 0.131744 ms, 509.388 GB/s
   5, 0, Tesla P100-PCIE-16GB, 6.0, 715, 1189, 16777216, 56, 3584, 64, 131072, 64, 5, 0.134304 ms, 499.679 GB/s
